uniqueid,plotid,timestamp,"Nitrate-N Concentration, mg N / L"
description,,Date and time of measurement,
units,,YYYY-MM-DD HH:MM:SS+-Z,
GILMORE,14.1,2011-04-05 06:00:00,8.55
GILMORE,4.1,2011-04-05 06:00:00,4.45
GILMORE,3.1,2011-04-05 06:00:00,6.44
GILMORE,19.2,2011-04-05 06:00:00,20.17
GILMORE,6.2,2011-04-05 06:00:00,9.17
GILMORE,11.2,2011-04-05 06:00:00,12.75
GILMORE,12.3,2011-04-05 06:00:00,11.31
GILMORE,16.2,2011-04-05 06:00:00,10.97
GILMORE,3.2,2011-04-05 06:00:00,7.36
GILMORE,22.1,2011-04-05 06:00:00,7.26
GILMORE,19.3,2011-04-05 06:00:00,11.61
GILMORE,16.3,2011-04-05 06:00:00,6.83
GILMORE,21.3,2011-04-05 06:00:00,20.21
GILMORE,9.3,2011-04-05 06:00:00,8.76
GILMORE,17.3,2011-04-05 06:00:00,13.43
GILMORE,4.2,2011-04-05 06:00:00,2.56
GILMORE,23.1,2011-04-05 06:00:00,12.04
GILMORE,17.1,2011-04-05 06:00:00,7.65
GILMORE,11.1,2011-04-05 06:00:00,10.17
GILMORE,12.2,2011-04-05 06:00:00,14.93
GILMORE,7.3,2011-04-05 06:00:00,8.58
GILMORE,3.2,2011-04-12 06:00:00,7.36
GILMORE,6.2,2011-04-12 06:00:00,9.06
GILMORE,17.1,2011-04-12 06:00:00,7.65
GILMORE,22.1,2011-04-12 06:00:00,8.21
GILMORE,3.1,2011-04-12 06:00:00,6.44
GILMORE,11.1,2011-04-12 06:00:00,9.62
GILMORE,26.2,2011-04-12 06:00:00,8.23
GILMORE,7.3,2011-04-12 06:00:00,8.58
GILMORE,16.3,2011-04-12 06:00:00,6.31
GILMORE,16.2,2011-04-12 06:00:00,11.47
GILMORE,11.2,2011-04-12 06:00:00,13.27
GILMORE,12.3,2011-04-12 06:00:00,10.76
GILMORE,19.2,2011-04-12 06:00:00,20.17
GILMORE,9.3,2011-04-12 06:00:00,8.605
GILMORE,19.2,2011-04-21 06:00:00,20.17
GILMORE,6.2,2011-04-21 06:00:00,8.45
GILMORE,23.1,2011-04-21 06:00:00,12.04
GILMORE,17.3,2011-04-21 06:00:00,13.43
GILMORE,19.3,2011-04-21 06:00:00,11.61
GILMORE,3.1,2011-04-21 06:00:00,7.32
GILMORE,17.1,2011-04-21 06:00:00,7.65
GILMORE,4.1,2011-04-21 06:00:00,4.45
GILMORE,14.1,2011-04-21 06:00:00,8.55
GILMORE,4.2,2011-04-21 06:00:00,2.56
GILMORE,9.3,2011-04-21 06:00:00,8.45
GILMORE,21.3,2011-04-21 06:00:00,20.21
GILMORE,12.3,2011-04-21 06:00:00,10.3
GILMORE,22.1,2011-04-21 06:00:00,9.16
GILMORE,26.2,2011-04-21 06:00:00,8.23
GILMORE,11.2,2011-04-21 06:00:00,11.43
GILMORE,16.2,2011-04-21 06:00:00,10.98
GILMORE,12.2,2011-04-21 06:00:00,14.93
GILMORE,3.2,2011-04-21 06:00:00,6.13
GILMORE,16.3,2011-04-21 06:00:00,9.64
GILMORE,11.1,2011-04-21 06:00:00,9.76
GILMORE,7.3,2011-04-21 06:00:00,8.58
GILMORE,22.3,2011-04-21 06:00:00,10.85
GILMORE,12.3,2011-04-28 06:00:00,10.31
GILMORE,16.3,2011-04-28 06:00:00,9.7
GILMORE,22.3,2011-04-28 06:00:00,12.09
GILMORE,17.1,2011-04-28 06:00:00,8.01
GILMORE,21.3,2011-04-28 06:00:00,19.04
GILMORE,4.1,2011-04-28 06:00:00,3.99
GILMORE,11.1,2011-04-28 06:00:00,10.34
GILMORE,14.1,2011-04-28 06:00:00,9.04
GILMORE,3.1,2011-04-28 06:00:00,7.46
GILMORE,9.3,2011-04-28 06:00:00,9.18
GILMORE,23.1,2011-04-28 06:00:00,12.48
GILMORE,26.2,2011-04-28 06:00:00,7.82
GILMORE,6.2,2011-04-28 06:00:00,8.59
GILMORE,4.2,2011-04-28 06:00:00,2.51
GILMORE,19.3,2011-04-28 06:00:00,11.6
GILMORE,7.3,2011-04-28 06:00:00,8.31
GILMORE,19.2,2011-04-28 06:00:00,20.87
GILMORE,11.2,2011-04-28 06:00:00,11.61
GILMORE,16.2,2011-04-28 06:00:00,10.73
GILMORE,17.3,2011-04-28 06:00:00,13.67
GILMORE,22.1,2011-04-28 06:00:00,8.64
GILMORE,12.2,2011-04-28 06:00:00,8.76
GILMORE,3.2,2011-04-28 06:00:00,6.48
GILMORE,11.2,2011-05-05 06:00:00,11.91
GILMORE,12.3,2011-05-05 06:00:00,10.24
GILMORE,22.3,2011-05-05 06:00:00,11.19
GILMORE,3.2,2011-05-05 06:00:00,6.44
GILMORE,22.1,2011-05-05 06:00:00,6.51
GILMORE,12.2,2011-05-05 06:00:00,15.9
GILMORE,16.2,2011-05-05 06:00:00,10.68
GILMORE,7.3,2011-05-05 06:00:00,7.08
GILMORE,19.3,2011-05-05 06:00:00,5.02
GILMORE,16.3,2011-05-05 06:00:00,8.74
GILMORE,6.2,2011-05-05 06:00:00,9.24
GILMORE,9.3,2011-05-05 06:00:00,8.86
GILMORE,19.2,2011-05-05 06:00:00,21.12
GILMORE,26.2,2011-05-05 06:00:00,7.92
GILMORE,17.1,2011-05-05 06:00:00,8.19
GILMORE,3.1,2011-05-05 06:00:00,7.09
GILMORE,11.1,2011-05-05 06:00:00,10.72
GILMORE,23.1,2011-05-05 06:00:00,12.7767
GILMORE,16.2,2011-05-10 06:00:00,10.4
GILMORE,7.3,2011-05-10 06:00:00,6.91667
GILMORE,16.3,2011-05-10 06:00:00,8.17
GILMORE,22.1,2011-05-10 06:00:00,6.91
GILMORE,6.2,2011-05-10 06:00:00,9.28
GILMORE,16.3,2011-05-16 06:00:00,8.83
GILMORE,22.1,2011-05-16 06:00:00,7.31
GILMORE,3.2,2011-05-16 06:00:00,6.18
GILMORE,6.2,2011-05-16 06:00:00,9.5875
GILMORE,16.2,2011-05-16 06:00:00,10.12
GILMORE,7.3,2011-05-16 06:00:00,6.75333
GILMORE,3.1,2011-05-16 06:00:00,6.72
GILMORE,11.1,2011-05-25 06:00:00,10.82
GILMORE,21.3,2011-05-25 06:00:00,19.935
GILMORE,4.2,2011-05-25 06:00:00,3.56
GILMORE,26.2,2011-05-25 06:00:00,8.48
GILMORE,3.1,2011-05-25 06:00:00,7.56
GILMORE,22.1,2011-05-25 06:00:00,7.71
GILMORE,3.2,2011-05-25 06:00:00,6.01
GILMORE,17.3,2011-05-25 06:00:00,15.19
GILMORE,12.3,2011-05-25 06:00:00,9.87
GILMORE,19.2,2011-05-25 06:00:00,21.01
GILMORE,7.3,2011-05-25 06:00:00,6.59
GILMORE,11.2,2011-05-25 06:00:00,12.47
GILMORE,23.1,2011-05-25 06:00:00,13.0733
GILMORE,16.2,2011-05-25 06:00:00,9.84
GILMORE,12.2,2011-05-25 06:00:00,10.51
GILMORE,16.3,2011-05-25 06:00:00,9.61
GILMORE,19.3,2011-05-25 06:00:00,10.34
GILMORE,17.1,2011-05-25 06:00:00,6.73
GILMORE,6.2,2011-05-25 06:00:00,9.895
GILMORE,22.3,2011-05-25 06:00:00,12.74
GILMORE,9.3,2011-05-25 06:00:00,9.02
GILMORE,11.2,2011-05-31 06:00:00,12.53
GILMORE,19.2,2011-05-31 06:00:00,11.52
GILMORE,11.1,2011-05-31 06:00:00,11.23
GILMORE,17.1,2011-05-31 06:00:00,7.855
GILMORE,19.3,2011-05-31 06:00:00,21.83
GILMORE,17.3,2011-05-31 06:00:00,15.1
GILMORE,9.3,2011-05-31 06:00:00,9.54
GILMORE,21.3,2011-05-31 06:00:00,20.83
GILMORE,22.1,2011-05-31 06:00:00,10.09
GILMORE,7.3,2011-05-31 06:00:00,9.89
GILMORE,16.3,2011-05-31 06:00:00,11.33
GILMORE,22.3,2011-05-31 06:00:00,11.71
GILMORE,6.2,2011-05-31 06:00:00,10.2025
GILMORE,23.1,2011-05-31 06:00:00,13.37
GILMORE,16.2,2011-05-31 06:00:00,11.13
GILMORE,12.2,2011-05-31 06:00:00,14.43
GILMORE,26.2,2011-05-31 06:00:00,9.32
GILMORE,4.2,2011-05-31 06:00:00,3.05
GILMORE,14.1,2011-05-31 06:00:00,6.31
GILMORE,4.1,2011-05-31 06:00:00,6.22
GILMORE,3.1,2011-05-31 06:00:00,8.51
GILMORE,3.2,2011-05-31 06:00:00,6.42
GILMORE,12.3,2011-05-31 06:00:00,10.34
GILMORE,16.3,2011-06-09 06:00:00,10.23
GILMORE,11.1,2011-06-09 06:00:00,11.86
GILMORE,17.1,2011-06-09 06:00:00,8.98
GILMORE,6.2,2011-06-09 06:00:00,10.51
GILMORE,11.2,2011-06-09 06:00:00,12.35
GILMORE,9.3,2011-06-09 06:00:00,10.245
GILMORE,7.3,2011-06-09 06:00:00,10.385
GILMORE,19.2,2011-06-09 06:00:00,15.67
GILMORE,16.2,2011-06-09 06:00:00,10.85
GILMORE,22.1,2011-06-09 06:00:00,5.35
GILMORE,3.2,2011-06-09 06:00:00,5.9
GILMORE,3.1,2011-06-09 06:00:00,7.92
GILMORE,16.2,2011-06-14 06:00:00,11.285
GILMORE,22.1,2011-06-14 06:00:00,4.49
GILMORE,22.3,2011-06-14 06:00:00,13.475
GILMORE,16.3,2011-06-14 06:00:00,10.44
GILMORE,3.2,2011-06-14 06:00:00,6.05
GILMORE,3.1,2011-06-14 06:00:00,7.79
GILMORE,4.2,2011-06-14 06:00:00,4.095
GILMORE,7.3,2011-06-22 06:00:00,10.88
GILMORE,17.3,2011-06-22 06:00:00,15.0
GILMORE,19.3,2011-06-22 06:00:00,11.69
GILMORE,3.1,2011-06-22 06:00:00,9.5
GILMORE,4.1,2011-06-22 06:00:00,7.79
GILMORE,6.2,2011-06-22 06:00:00,8.17
GILMORE,11.1,2011-06-22 06:00:00,12.59
GILMORE,23.1,2011-06-22 06:00:00,12.92
GILMORE,21.3,2011-06-22 06:00:00,18.89
GILMORE,9.3,2011-06-22 06:00:00,10.95
GILMORE,14.1,2011-06-22 06:00:00,11.82
GILMORE,16.2,2011-06-22 06:00:00,11.72
GILMORE,3.2,2011-06-22 06:00:00,6.95
GILMORE,4.2,2011-06-22 06:00:00,5.14
GILMORE,22.1,2011-06-22 06:00:00,11.98
GILMORE,16.3,2011-06-22 06:00:00,15.94
GILMORE,19.2,2011-06-22 06:00:00,19.82
GILMORE,12.2,2011-06-22 06:00:00,13.27
GILMORE,22.3,2011-06-22 06:00:00,15.24
GILMORE,17.1,2011-06-22 06:00:00,8.83
GILMORE,11.2,2011-06-22 06:00:00,12.45
GILMORE,12.3,2011-06-22 06:00:00,11.16
GILMORE,16.3,2011-06-27 06:00:00,14.12
GILMORE,23.1,2011-06-27 06:00:00,12.27
GILMORE,22.1,2011-06-27 06:00:00,11.34
GILMORE,16.2,2011-06-27 06:00:00,11.73
GILMORE,4.2,2011-06-27 06:00:00,5.0
GILMORE,12.2,2011-06-27 06:00:00,13.25
GILMORE,11.2,2011-06-27 06:00:00,12.02
GILMORE,7.3,2011-06-27 06:00:00,10.95
GILMORE,11.1,2011-06-27 06:00:00,12.61
GILMORE,26.2,2011-06-27 06:00:00,8.97
GILMORE,21.3,2011-06-27 06:00:00,19.67
GILMORE,14.1,2011-06-27 06:00:00,10.38
GILMORE,9.3,2011-06-27 06:00:00,10.92
GILMORE,4.1,2011-06-27 06:00:00,7.49
GILMORE,19.3,2011-06-27 06:00:00,11.25
GILMORE,17.1,2011-06-27 06:00:00,8.49
GILMORE,19.2,2011-06-27 06:00:00,19.07
GILMORE,3.1,2011-06-27 06:00:00,10.26
GILMORE,17.3,2011-06-27 06:00:00,13.48
GILMORE,3.2,2011-06-27 06:00:00,7.53
GILMORE,12.3,2011-06-27 06:00:00,11.23
GILMORE,6.2,2011-06-27 06:00:00,8.47
GILMORE,22.3,2011-06-27 06:00:00,14.62
GILMORE,6.2,2011-07-06 06:00:00,8.58
GILMORE,12.3,2011-07-06 06:00:00,11.79
GILMORE,22.1,2011-07-06 06:00:00,9.55
GILMORE,16.2,2011-07-06 06:00:00,11.87
GILMORE,14.1,2011-07-06 06:00:00,11.13
GILMORE,26.2,2011-07-06 06:00:00,10.7
GILMORE,7.3,2011-07-06 06:00:00,10.72
GILMORE,9.3,2011-07-06 06:00:00,10.97
GILMORE,12.2,2011-07-06 06:00:00,14.27
GILMORE,11.1,2011-07-06 06:00:00,12.35
GILMORE,4.1,2011-07-06 06:00:00,6.82
GILMORE,11.2,2011-07-06 06:00:00,12.21
GILMORE,21.3,2011-07-06 06:00:00,20.53
GILMORE,3.1,2011-07-06 06:00:00,9.54
GILMORE,19.3,2011-07-06 06:00:00,12.78
GILMORE,17.3,2011-07-06 06:00:00,13.48
GILMORE,23.1,2011-07-06 06:00:00,12.27
GILMORE,17.1,2011-07-06 06:00:00,8.96
GILMORE,19.2,2011-07-06 06:00:00,17.83
GILMORE,3.2,2011-07-06 06:00:00,7.59
GILMORE,22.3,2011-07-06 06:00:00,15.64
GILMORE,4.2,2011-07-06 06:00:00,4.08
GILMORE,19.3,2011-07-13 06:00:00,2.82
GILMORE,11.2,2011-07-13 06:00:00,12.24
GILMORE,12.2,2011-07-13 06:00:00,14.27
GILMORE,6.2,2011-07-13 06:00:00,9.255
GILMORE,3.1,2011-07-13 06:00:00,6.6
GILMORE,22.1,2011-07-13 06:00:00,6.105
GILMORE,22.3,2011-07-13 06:00:00,15.64
GILMORE,3.2,2011-07-13 06:00:00,9.99
GILMORE,4.2,2011-07-13 06:00:00,4.08
GILMORE,11.1,2011-07-13 06:00:00,12.265
GILMORE,16.2,2011-07-13 06:00:00,12.01
GILMORE,9.3,2011-07-13 06:00:00,10.97
GILMORE,26.2,2011-07-13 06:00:00,10.7
GILMORE,23.1,2011-07-13 06:00:00,12.27
GILMORE,12.3,2011-07-13 06:00:00,11.79
GILMORE,3.2,2011-07-21 06:00:00,5.53
GILMORE,11.1,2011-07-21 06:00:00,12.18
GILMORE,9.3,2011-07-21 06:00:00,10.97
GILMORE,7.3,2011-07-21 06:00:00,10.72
GILMORE,11.2,2011-07-21 06:00:00,11.83
GILMORE,6.2,2011-07-21 06:00:00,9.93
GILMORE,3.1,2011-07-21 06:00:00,10.18
GILMORE,26.2,2011-07-21 06:00:00,10.7
GILMORE,16.2,2011-07-21 06:00:00,12.14
GILMORE,22.1,2011-07-21 06:00:00,2.66
GILMORE,16.3,2011-07-21 06:00:00,14.46
GILMORE,21.3,2011-07-21 06:00:00,20.53
GILMORE,19.3,2011-07-21 06:00:00,2.42
GILMORE,3.2,2011-08-01 06:00:00,5.53
GILMORE,19.3,2011-08-01 06:00:00,2.41
GILMORE,3.1,2011-08-01 06:00:00,10.3
GILMORE,22.1,2011-08-01 06:00:00,2.4
GILMORE,23.1,2011-08-08 06:00:00,12.27
GILMORE,3.1,2011-08-08 06:00:00,10.3
GILMORE,16.2,2011-08-08 06:00:00,12.14
GILMORE,17.1,2011-08-08 06:00:00,8.96
GILMORE,22.1,2011-08-08 06:00:00,1.98
GILMORE,22.1,2011-09-01 06:00:00,1.98
GILMORE,17.1,2011-09-01 06:00:00,8.96
GILMORE,19.3,2011-09-01 06:00:00,2.41
GILMORE,3.1,2011-09-01 06:00:00,10.3
GILMORE,12.3,2011-09-01 06:00:00,11.79
GILMORE,16.3,2011-09-01 06:00:00,14.46
GILMORE,16.2,2011-09-01 06:00:00,12.14
GILMORE,14.1,2011-09-01 06:00:00,11.13
GILMORE,11.1,2012-04-30 06:00:00,9.64
GILMORE,23.1,2012-05-09 06:00:00,16.52
GILMORE,12.3,2012-05-09 06:00:00,9.6
GILMORE,21.3,2012-05-09 06:00:00,19.42
GILMORE,16.2,2012-05-09 06:00:00,9.16
GILMORE,7.3,2012-05-09 06:00:00,7.39
GILMORE,3.2,2012-05-09 06:00:00,3.37
GILMORE,11.2,2012-05-09 06:00:00,9.68
GILMORE,26.2,2012-05-09 06:00:00,9.33
GILMORE,22.3,2012-05-09 06:00:00,16.18
GILMORE,4.1,2012-05-09 06:00:00,14.02
GILMORE,16.3,2012-05-09 06:00:00,16.48
GILMORE,9.3,2012-05-09 06:00:00,8.5
GILMORE,11.1,2012-05-09 06:00:00,10.65
GILMORE,14.1,2012-05-09 06:00:00,13.51
GILMORE,19.3,2012-05-09 06:00:00,11.23
GILMORE,17.3,2012-05-09 06:00:00,14.76
GILMORE,4.2,2012-05-09 06:00:00,3.55
GILMORE,6.2,2012-05-09 06:00:00,7.91
GILMORE,12.2,2012-05-09 06:00:00,10.92
GILMORE,3.1,2012-05-09 06:00:00,9.21
GILMORE,22.1,2012-05-09 06:00:00,9.07
GILMORE,4.2,2012-05-15 06:00:00,3.79
GILMORE,12.2,2012-05-15 06:00:00,10.59
GILMORE,11.1,2012-05-15 06:00:00,10.34
GILMORE,6.2,2012-05-15 06:00:00,7.35
GILMORE,11.2,2012-05-15 06:00:00,10.3
GILMORE,3.1,2012-05-15 06:00:00,9.21
GILMORE,9.3,2012-05-15 06:00:00,8.48
GILMORE,22.1,2012-05-15 06:00:00,9.49
GILMORE,12.3,2012-05-15 06:00:00,9.82
GILMORE,26.2,2012-05-15 06:00:00,8.55
GILMORE,16.3,2012-05-15 06:00:00,16.85
GILMORE,23.1,2012-05-15 06:00:00,16.52
GILMORE,3.2,2012-05-15 06:00:00,3.37
GILMORE,11.2,2012-05-22 06:00:00,10.685
GILMORE,7.3,2012-05-22 06:00:00,7.84333
GILMORE,9.3,2012-05-22 06:00:00,8.83667
GILMORE,3.1,2012-05-22 06:00:00,7.86
GILMORE,3.2,2012-05-22 06:00:00,3.37
GILMORE,17.3,2012-05-22 06:00:00,14.76
GILMORE,12.3,2012-05-22 06:00:00,10.46
GILMORE,26.2,2012-05-22 06:00:00,8.91667
GILMORE,22.1,2012-05-22 06:00:00,9.58
GILMORE,22.3,2012-05-22 06:00:00,16.18
GILMORE,6.2,2012-05-22 06:00:00,7.61
GILMORE,11.1,2012-05-22 06:00:00,9.68
GILMORE,16.2,2012-05-22 06:00:00,9.16
GILMORE,16.3,2012-06-01 06:00:00,15.615
GILMORE,9.3,2012-06-01 06:00:00,9.19333
GILMORE,26.2,2012-06-01 06:00:00,9.28333
GILMORE,3.1,2012-06-01 06:00:00,8.155
GILMORE,11.1,2012-06-01 06:00:00,10.955
GILMORE,7.3,2012-06-01 06:00:00,8.29667
GILMORE,22.1,2012-06-01 06:00:00,9.67
GILMORE,14.1,2012-06-21 06:00:00,13.51
GILMORE,16.3,2012-06-21 06:00:00,14.38
GILMORE,9.3,2012-06-21 06:00:00,9.55
GILMORE,3.1,2012-06-21 06:00:00,8.45
GILMORE,11.1,2012-06-21 06:00:00,12.23
GILMORE,7.3,2012-06-21 06:00:00,8.75
GILMORE,21.3,2012-06-21 06:00:00,19.42
GILMORE,19.3,2012-06-21 06:00:00,11.23
GILMORE,23.1,2012-06-21 06:00:00,14.84
GILMORE,12.3,2012-06-21 06:00:00,11.1
GILMORE,16.2,2012-06-21 06:00:00,9.16
GILMORE,26.2,2012-06-21 06:00:00,9.65
GILMORE,4.1,2012-06-21 06:00:00,14.02
GILMORE,17.3,2012-06-21 06:00:00,14.76
GILMORE,22.1,2012-06-21 06:00:00,9.76
GILMORE,6.2,2012-06-21 06:00:00,7.87
GILMORE,19.2,2012-06-21 06:00:00,18.75
GILMORE,12.2,2012-06-21 06:00:00,11.86
GILMORE,11.2,2012-06-21 06:00:00,11.07
GILMORE,4.2,2012-06-21 06:00:00,10.5
GILMORE,16.3,2012-07-03 06:00:00,16.36
GILMORE,17.1,2012-07-03 06:00:00,9.82
GILMORE,12.3,2012-07-03 06:00:00,11.62
GILMORE,3.1,2012-07-03 06:00:00,9.06
GILMORE,26.2,2012-07-03 06:00:00,9.37
GILMORE,4.1,2012-07-03 06:00:00,13.38
GILMORE,14.1,2012-07-03 06:00:00,13.51
GILMORE,23.1,2012-07-03 06:00:00,14.02
GILMORE,12.2,2012-07-03 06:00:00,11.46
GILMORE,4.2,2012-07-03 06:00:00,11.82
GILMORE,17.3,2012-07-03 06:00:00,14.6
GILMORE,16.2,2012-07-03 06:00:00,9.43
GILMORE,11.1,2012-07-03 06:00:00,11.35
GILMORE,22.3,2012-07-03 06:00:00,16.18
GILMORE,6.2,2012-07-03 06:00:00,7.68
GILMORE,22.1,2012-07-03 06:00:00,9.89
GILMORE,19.2,2012-07-03 06:00:00,20.09
GILMORE,11.2,2012-07-03 06:00:00,12.08
GILMORE,7.3,2012-07-03 06:00:00,9.12
GILMORE,21.3,2012-07-03 06:00:00,19.98
GILMORE,19.3,2012-07-03 06:00:00,10.93
GILMORE,9.3,2012-07-03 06:00:00,10.1
GILMORE,4.1,2013-04-25 06:00:00,22.18
GILMORE,17.3,2013-04-25 06:00:00,21.85
GILMORE,11.2,2013-04-25 06:00:00,15.61
GILMORE,12.3,2013-04-25 06:00:00,19.76
GILMORE,9.3,2013-04-25 06:00:00,18.23
GILMORE,3.2,2013-04-25 06:00:00,5.5
GILMORE,26.2,2013-04-25 06:00:00,12.06
GILMORE,16.2,2013-04-25 06:00:00,17.94
GILMORE,11.1,2013-04-25 06:00:00,17.5
GILMORE,16.3,2013-04-25 06:00:00,6.44
GILMORE,23.1,2013-04-25 06:00:00,14.23
GILMORE,17.1,2013-04-25 06:00:00,14.74
GILMORE,22.1,2013-04-25 06:00:00,18.27
GILMORE,6.2,2013-04-25 06:00:00,9.05
GILMORE,19.3,2013-04-25 06:00:00,13.45
GILMORE,19.2,2013-04-25 06:00:00,28.35
GILMORE,3.1,2013-04-25 06:00:00,9.53
GILMORE,22.3,2013-04-25 06:00:00,12.95
GILMORE,4.2,2013-04-25 06:00:00,18.0
GILMORE,21.3,2013-04-25 06:00:00,32.75
GILMORE,12.2,2013-04-25 06:00:00,22.07
GILMORE,7.3,2013-04-25 06:00:00,16.71
GILMORE,3.2,2013-05-07 06:00:00,6.17
GILMORE,17.1,2013-05-07 06:00:00,18.16
GILMORE,7.3,2013-05-07 06:00:00,15.03
GILMORE,22.1,2013-05-07 06:00:00,19.08
GILMORE,19.2,2013-05-07 06:00:00,29.22
GILMORE,4.1,2013-05-07 06:00:00,40.68
GILMORE,26.2,2013-05-07 06:00:00,21.86
GILMORE,16.2,2013-05-07 06:00:00,17.36
GILMORE,12.3,2013-05-07 06:00:00,17.84
GILMORE,4.2,2013-05-07 06:00:00,24.36
GILMORE,12.2,2013-05-07 06:00:00,21.43
GILMORE,16.3,2013-05-07 06:00:00,25.78
GILMORE,23.1,2013-05-07 06:00:00,19.68
GILMORE,24.3,2013-05-07 06:00:00,18.32
GILMORE,21.3,2013-05-07 06:00:00,34.52
GILMORE,14.1,2013-05-07 06:00:00,12.54
GILMORE,17.3,2013-05-07 06:00:00,27.29
GILMORE,22.3,2013-05-07 06:00:00,28.18
GILMORE,6.2,2013-05-07 06:00:00,9.5
GILMORE,3.1,2013-05-07 06:00:00,10.86
GILMORE,19.3,2013-05-07 06:00:00,19.83
GILMORE,11.1,2013-05-07 06:00:00,21.82
GILMORE,9.3,2013-05-07 06:00:00,17.41
GILMORE,12.2,2013-05-14 06:00:00,19.55
GILMORE,3.1,2013-05-14 06:00:00,10.92
GILMORE,22.3,2013-05-14 06:00:00,28.63
GILMORE,19.3,2013-05-14 06:00:00,20.66
GILMORE,16.2,2013-05-14 06:00:00,16.27
GILMORE,11.2,2013-05-14 06:00:00,21.69
GILMORE,17.1,2013-05-14 06:00:00,17.56
GILMORE,16.3,2013-05-14 06:00:00,28.62
GILMORE,4.1,2013-05-14 06:00:00,37.18
GILMORE,7.3,2013-05-14 06:00:00,13.8
GILMORE,26.2,2013-05-14 06:00:00,19.7233
GILMORE,19.2,2013-05-14 06:00:00,28.89
GILMORE,6.2,2013-05-14 06:00:00,17.45
GILMORE,23.1,2013-05-14 06:00:00,20.12
GILMORE,11.1,2013-05-14 06:00:00,23.84
GILMORE,22.1,2013-05-14 06:00:00,18.35
GILMORE,14.1,2013-05-14 06:00:00,16.63
GILMORE,17.3,2013-05-14 06:00:00,29.26
GILMORE,4.2,2013-05-14 06:00:00,26.28
GILMORE,12.3,2013-05-14 06:00:00,18.38
GILMORE,9.3,2013-05-14 06:00:00,17.04
GILMORE,21.3,2013-05-14 06:00:00,33.62
GILMORE,3.2,2013-05-14 06:00:00,6.45
GILMORE,17.3,2013-05-21 06:00:00,28.38
GILMORE,7.3,2013-05-21 06:00:00,13.49
GILMORE,4.2,2013-05-21 06:00:00,24.12
GILMORE,12.2,2013-05-21 06:00:00,18.05
GILMORE,16.2,2013-05-21 06:00:00,15.86
GILMORE,17.1,2013-05-21 06:00:00,16.17
GILMORE,23.1,2013-05-21 06:00:00,18.47
GILMORE,9.3,2013-05-21 06:00:00,16.66
GILMORE,22.3,2013-05-21 06:00:00,27.15
GILMORE,4.1,2013-05-21 06:00:00,18.96
GILMORE,6.2,2013-05-21 06:00:00,18.65
GILMORE,11.1,2013-05-21 06:00:00,24.34
GILMORE,12.3,2013-05-21 06:00:00,18.52
GILMORE,19.3,2013-05-21 06:00:00,18.74
GILMORE,22.1,2013-05-21 06:00:00,19.45
GILMORE,26.2,2013-05-21 06:00:00,17.5867
GILMORE,3.1,2013-05-21 06:00:00,10.72
GILMORE,19.2,2013-05-21 06:00:00,29.24
GILMORE,11.2,2013-05-21 06:00:00,22.73
GILMORE,21.3,2013-05-21 06:00:00,32.06
GILMORE,3.2,2013-05-21 06:00:00,6.73
GILMORE,16.3,2013-05-21 06:00:00,29.74
GILMORE,22.1,2013-05-29 06:00:00,17.04
GILMORE,16.2,2013-05-29 06:00:00,14.22
GILMORE,19.3,2013-05-29 06:00:00,18.43
GILMORE,6.2,2013-05-29 06:00:00,14.07
GILMORE,4.1,2013-05-29 06:00:00,12.3
GILMORE,11.2,2013-05-29 06:00:00,15.2
GILMORE,19.2,2013-05-29 06:00:00,22.78
GILMORE,17.1,2013-05-29 06:00:00,15.29
GILMORE,22.3,2013-05-29 06:00:00,23.17
GILMORE,24.3,2013-05-29 06:00:00,20.74
GILMORE,14.1,2013-05-29 06:00:00,14.23
GILMORE,23.1,2013-05-29 06:00:00,18.94
GILMORE,4.2,2013-05-29 06:00:00,8.47
GILMORE,17.3,2013-05-29 06:00:00,20.85
GILMORE,21.3,2013-05-29 06:00:00,24.07
GILMORE,12.3,2013-05-29 06:00:00,13.8
GILMORE,3.2,2013-05-29 06:00:00,5.51
GILMORE,16.3,2013-05-29 06:00:00,24.97
GILMORE,12.2,2013-05-29 06:00:00,15.12
GILMORE,11.1,2013-05-29 06:00:00,20.55
GILMORE,7.3,2013-05-29 06:00:00,10.71
GILMORE,9.3,2013-05-29 06:00:00,12.7
GILMORE,26.2,2013-05-29 06:00:00,15.45
GILMORE,3.1,2013-05-29 06:00:00,9.97
GILMORE,19.3,2013-06-04 06:00:00,17.14
GILMORE,24.3,2013-06-04 06:00:00,12.14
GILMORE,17.3,2013-06-04 06:00:00,18.74
GILMORE,16.2,2013-06-04 06:00:00,13.97
GILMORE,12.2,2013-06-04 06:00:00,14.45
GILMORE,4.2,2013-06-04 06:00:00,8.39
GILMORE,4.1,2013-06-04 06:00:00,7.85
GILMORE,14.1,2013-06-04 06:00:00,13.55
GILMORE,22.3,2013-06-04 06:00:00,22.33
GILMORE,6.2,2013-06-04 06:00:00,13.82
GILMORE,22.1,2013-06-04 06:00:00,16.75
GILMORE,26.2,2013-06-04 06:00:00,14.75
GILMORE,11.2,2013-06-04 06:00:00,13.09
GILMORE,12.3,2013-06-04 06:00:00,13.4
GILMORE,3.2,2013-06-04 06:00:00,5.71
GILMORE,9.3,2013-06-04 06:00:00,12.74
GILMORE,16.3,2013-06-04 06:00:00,25.44
GILMORE,19.2,2013-06-04 06:00:00,22.05
