uniqueid,plotid,timestamp,Tile Flow (mm)
description,,Date and time of measurement,
units,,YYYY-MM-DD HH:MM:SS+-Z,
GILMORE,11.2,2011-08-08 01:00:00-05:00,0.0
GILMORE,19.2,2011-08-08 01:00:00-05:00,0.0
GILMORE,17.1,2011-08-08 01:00:00-05:00,0.0302362
GILMORE,7.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,22.1,2011-08-08 01:00:00-05:00,2.56032
GILMORE,16.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,23.1,2011-08-08 01:00:00-05:00,0.0097536
GILMORE,6.2,2011-08-08 01:00:00-05:00,0.0
GILMORE,4.2,2011-08-08 01:00:00-05:00,0.0
GILMORE,12.2,2011-08-08 01:00:00-05:00,0.0
GILMORE,14.1,2011-08-08 01:00:00-05:00,0.0
GILMORE,22.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,17.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,9.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,4.1,2011-08-08 01:00:00-05:00,0.0
GILMORE,16.2,2011-08-08 01:00:00-05:00,0.0331622
GILMORE,3.1,2011-08-08 01:00:00-05:00,0.0312115
GILMORE,26.2,2011-08-08 01:00:00-05:00,0.0
GILMORE,11.1,2011-08-08 01:00:00-05:00,0.0
GILMORE,24.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,3.2,2011-08-08 01:00:00-05:00,0.0
GILMORE,19.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,12.3,2011-08-08 01:00:00-05:00,0.0
GILMORE,12.3,2011-09-01 01:00:00-05:00,0.0253594
GILMORE,7.3,2011-09-01 01:00:00-05:00,0.0
